name,detail,url
secretsmanager-rotation-enabled-check,AWS Secrets Manager のシークレットでローテーションが有効になっているかどうかを確認します。このルールでは、オプションの maximumAllowedRotationFrequency パラメータも確認されます。パラメータが指定されている場合、シークレットのローテーション頻度が最大許容頻度と比較されます。シークレットのローテーションがスケジュールされていない場合、ルールは NON_COMPLIANT です。ローテーション頻度が maximumAllowedRotationFrequency パラメータで指定された数よりも高い場合も、ルールは NON_COMPLIANT になります。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/secretsmanager-rotation-enabled-check.html
secretsmanager-scheduled-rotation-success-check,AWS Secrets Manager のシークレットのローテーションが、ローテーションスケジュールに従って正常にトリガー/開始されたかどうかをチェックします。RotationOccurringAsScheduled が false の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/secretsmanager-scheduled-rotation-success-check.html
secretsmanager-secret-periodic-rotation,AWS Secrets Manager のシークレットが過去に指定された日数でローテーションされているかどうかを確認します。シークレットが ‘maxDaysSinceRotation’ の日数を超えてもローテーションされていない場合、ルールは NON_COMPLIANT です。デフォルト値は 90 日です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/secretsmanager-secret-periodic-rotation.html
secretsmanager-secret-unused,AWS Secrets Manager のシークレットが、指定された日数以内にアクセスされているかどうかを確認します。シークレットが 'unusedForDays' の日数以内にアクセスされていない場合、ルールは NON_COMPLIANT です。デフォルト値は 90 日です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/secretsmanager-secret-unused.html
secretsmanager-using-cmk,AWS Secrets Manager のすべてのシークレットが、AWS Key Management Service (AWS KMS) のカスタマーマスターキー (CMK) を使用して暗号化されているかどうかを確認します。シークレットが AWS KMS CMK を使用して暗号化されている場合、このルールは COMPLIANT です。シークレットがデフォルトの AWS KMS キーを使用して暗号化されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/secretsmanager-using-cmk.html
securityhub-enabled,AWS アカウントに対して AWS Security Hub が有効になっていることを確認します。AWS Security Hub が有効でない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/securityhub-enabled.html
service-vpc-endpoint-enabled,ルールパラメータで指定されたサービスのサービスエンドポイントが Amazon VPC ごとに作成されるかどうかを確認します。サービス用に作成された VPC エンドポイントが Amazon VPC にない場合、ルールは NON_COMPLIANT を返します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/service-vpc-endpoint-enabled.html
shield-advanced-enabled-autorenew,AWS アカウントで AWS Shield Advanced が有効になっていて、サブスクリプションが自動的に更新されるように設定されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/shield-advanced-enabled-autorenew.html
shield-drt-access,Shield レスポンスチーム (SRT) がお使いの AWS アカウントにアクセスできるかどうかを確認します。AWS Shield Advanced が有効になっていても SRT アクセスのロールが設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/shield-drt-access.html
sns-encrypted-kms,Amazon SNS トピックが AWS Key Management Service (AWS KMS) で暗号化されているかどうかを確認します。Amazon SNS トピックが AWS KMS で暗号化されていない場合、ルールは NON_COMPLIANT です。暗号化された KMS キーが kmsKeyIds 入力パラメータに存在しない場合も、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/sns-encrypted-kms.html
ssm-document-not-public,アカウントが所有する AWS Systems Manager ドキュメントが公開されているかどうかを確認します。所有者が 'Self' になっている SSM ドキュメントが公開されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ssm-document-not-public.html
subnet-auto-assign-public-ip-disabled,Amazon Virtual Private Cloud (Amazon VPC) サブネットにパブリック IP アドレスが割り当てられているかどうかを確認します。Amazon VPC にパブリック IP アドレスが割り当てられているサブネットがない場合、ルールは COMPLIANT です。Amazon VPC にパブリック IP アドレスが割り当てられているサブネットがある場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/subnet-auto-assign-public-ip-disabled.html
vpc-default-security-group-closed,Amazon Virtual Private Cloud (VPC) のデフォルトのセキュリティグループで、インバウンドとアウトバウンドのいずれのトラフィックも許可されていないことを確認します。セキュリティグループがデフォルトでない場合、ルールは NOT_APPLICABLE を返します。デフォルトのセキュリティグループに 1 つ以上のインバウンドトラフィックまたはアウトバウンドトラフィックがある場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/vpc-default-security-group-closed.html
vpc-flow-logs-enabled,Amazon Virtual Private Cloud フローログが見つかったかどうか、および Amazon VPC に対して有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/vpc-flow-logs-enabled.html
vpc-network-acl-unused-check,未使用のネットワークアクセスコントロールリスト (ネットワーク ACL) があるかどうかを確認します。各ネットワーク ACL がサブネットに関連付けられている場合、ルールは COMPLIANT です。ネットワーク ACL がサブネットに関連付けられていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/vpc-network-acl-unused-check.html
vpc-sg-open-only-to-authorized-ports,インバウンド 0.0.0.0/0 のセキュリティグループに TCP または UDP ポートでアクセス可能かどうかを確認します。インバウンド 0.0.0.0/0 のセキュリティグループにアクセス可能なポートがあり、これがルールパラメータで指定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/vpc-sg-open-only-to-authorized-ports.html
vpc-vpn-2-tunnels-up,AWS Site-to-Site VPN が提供する両方の VPN トンネルが UP ステータスであることを確認します。このルールは、1 つまたは両方のトンネルのステータスが DOWN の場合、NON_COMPLIANT を返します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/vpc-vpn-2-tunnels-up.html
wafv2-logging-enabled,AWS ウェブアプリケーションファイアウォール (WAFV2) のリージョンおよびグローバルウェブアクセスコントロールリスト (ACL) でログ記録が有効になっているかどうかを確認します。ログ記録が有効になっていても、ログ記録の送信先がパラメータの値と一致しない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/wafv2-logging-enabled.html
waf-classic-logging-enabled,AWS ウェブアプリケーションファイアウォール (WAF) の従来のグローバルウェブ ACL でログ記録が有効になっているかどうかを確認します。ログ記録が有効になっていない場合、このルールはグローバルウェブ ACL に対して NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/waf-classic-logging-enabled.html
